ID,Title,Poster,Description,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Audio Description,English Subtitles,Spanish Subtitles
174,Night of the Kings,https://m.media-amazon.com/images/M/MV5BMDY2MDdlNDEtZmViZC00MzE3LTk5ZjAtOTg2OWVjODUyNWVjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,A new arrival to an Ivory Coast prison is unaware that his storytelling skills will determine his life or death.,2021,18+,59/100,0,1,0,0,0,0,1,0
175,Nightingale: A Melody of Life,https://m.media-amazon.com/images/M/MV5BZDQwOGRlOGUtYmU4Yi00MTkwLThkOWQtMjQ2NDRhNWQ4ZTRmXkEyXkFqcGdeQXVyODkwMDUyMjM@._V1_.jpg,"A struggling singer/songwriter is close to getting the record deal of a lifetime, but he must reproduce an unreleased album of his father's as his own.",2021,,43/100,0,0,1,0,0,0,1,0
176,Nomadland,https://m.media-amazon.com/images/M/MV5BMDRiZWUxNmItNDU5Yy00ODNmLTk0M2ItZjQzZTA5OTJkZjkyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,"A woman in her sixties who, after losing everything in the Great Recession, embarks on a journey through the American West, living as a van-dwelling modern-day nomad.",2021,18+,79/100,0,1,0,0,0,1,1,0
177,North Korea: Inside The Mind of a Dictator,https://m.media-amazon.com/images/M/MV5BZWJhNmY3YzktNGZkZC00ZjE4LWE4NjMtMDJhOTI0NjM2ZmY3XkEyXkFqcGdeQXVyMTQ3NjQ5NTU5._V1_FMjpg_UX1000_.jpg,"Following the last three turbulent years in the closed kingdom as its young, unpredictable leaders try to turn the nation's happiness. Featuring exclusive interviews, eyewitness accounts and intimate archive information.",2021,13+,44/100,0,1,0,0,0,0,0,0
178,Octonauts: The Ring of Fire,https://occ-0-1433-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRTubenZGdBwD6hDS8iTmVJP_QcSI_ttif5lgU45IJzkef2z8QtZPOAqdqQE4z_0tPl4eqMFw_eK0TIyMzL4I23QShQqDtND7PsnXHxYoQNbwOxgKGkI4KpJI34thQ.jpg?r=01e,"When red-hot volcanoes start a chain reaction of disasters across the ocean, the Octonauts must work together to face their biggest challenge yet.",2021,all,46/100,1,0,0,0,0,1,1,1
179,Olympic Dreams Featuring Jonas Brothers,https://m.media-amazon.com/images/M/MV5BYTM5ZjlhNGUtMThkZi00MjAxLWJkNjEtM2E4NTI5MmI2MWUyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_FMjpg_UX1000_.jpg,"Global pop culture icons the Jonas Brothers team up with renowned athletes to train and compete in a series of light-hearted challenges inspired by the events in the Summer Olympic Games in Tokyo, including gymnastics, hurdles and BMX.",2021,7+,48/100,0,1,0,0,0,0,0,0
180,One,https://occ-0-1142-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa1brC18g9_A0HUJ4aVNYwn8Yau2K3Nok2anXdBBIcS0eueqJWOwyIlNxwaJzJv-D_Mjp3H4BeiFWri4a1ONesi9wX-Q.jpg?r=bc1,A formidable Kerala chief minister’s party loyalties and personal principles are tested when a damning social media post sparks a heated power struggle.,2021,,55/100,1,0,0,0,0,0,1,0
181,One and the Same,https://m.media-amazon.com/images/M/MV5BMTcwYmFiYTktNmRiNi00NTNiLTg1NzgtZTE5NTk1MjViZDg3XkEyXkFqcGdeQXVyNTMzNjI1MTc@._V1_FMjpg_UX1000_.jpg,An experiment beyond space and time sends a young woman on a mission to punish the ex-con who killed her in a past life.,2021,,53/100,0,0,1,0,0,0,1,0
182,One Lagos Night,https://occ-0-4039-1500.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdLsNCUJcrIVbgG0kBjAZ8-AcUpgCgG5Uct2YUd9pLlWu1IjMktCCNVdDC3LSZbsV7UC2tysHhD_CUYaASXaZpN036RS.jpg?r=861,"A desperate man attempts to burglarize the home of a wealthy woman, but finds himself face-to-face with a crew of armed robbers who have the same idea.",2021,13+,44/100,1,0,0,0,0,0,1,1
183,One Night in Miami...,https://m.media-amazon.com/images/M/MV5BYmJlYWQ0NWMtMzU5Ni00MDNhLTk2YmUtYWYzZTJhMDMxMzE0XkEyXkFqcGdeQXVyODE0OTU5Nzg@._V1_FMjpg_UX1000_.jpg,"On the night of Feb. 25, 1964, in Miami, Cassius Clay joins Jim Brown, Sam Cooke and Malcom X, and they discuss the responsibility of being successful black",2021,18+,86/100,0,0,1,0,0,1,1,1
184,Operation Varsity Blues: The College Admissions Scandal,https://occ-0-2101-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSIositoPux0G3OzN4rvtjCuJZ5s_pKE4naCpzvrafCPBsvFvcwAHicG8rAtYWp_FCyRcqDI8qIz7f9vY2Vu-1kQhysypsULFGwIz22hwI2DASBcvPCWqEkiUvH9YA.jpg?r=148,Reenactments drive this documentary investigating the mastermind behind a scam to get the kids of rich and famous families into top US universities.,2021,13+,59/100,1,0,0,0,0,1,1,1
185,Orca Vs Great White,https://m.media-amazon.com/images/M/MV5BYjhkNWMyYWYtYmE0NS00NzU5LThkMzQtOTZkODk4MjNiNDZlXkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_.jpg,Researchers investigate whether orcas have begun hunting great white sharks off the coast of New Zealand.,2021,13+,49/100,0,0,0,1,0,0,1,1
186,Our Friend,https://upload.wikimedia.org/wikipedia/en/c/c7/Our_Friend_poster.jpeg,"After Nicole and Matthew receive life-altering news, the couple find unexpected support from their friend, Dane, who puts his own life on hold to move into their family home.",2021,18+,74/100,0,0,1,0,0,0,1,0
187,Outside the Wire,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXylJUpHY_MFFyS3zrmyfU7WmQqpx9X9k6WaStO_DRpiziuNQIY4Xl9AORt6OCYCI4zskP4C9d_4CdsO9l-H4W1FI4zaQPggXOefTzoCNgu6C3SYs3MlhMER1EBpPA.jpg?r=7d6,"In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack.",2021,16+,69/100,1,0,0,0,0,1,1,1
188,Own the Room,https://lumiere-a.akamaihd.net/v1/images/p_owntheroom_disneyplus_v2_20868_0a34d205.jpeg,"“Own the Room” chronicles five students from disparate corners of the planet as they take their budding business ventures to Macau, China, to compete in the Global Student Entrepreneur Awards. Santosh is from a small farming town in Nepal; Alondra works the register at her family’s bakery in Puerto Rico; Henry is a programming wiz from Nairobi; Jason is a marketing machine from Greece; and Daniela, an immigrant fleeing the crisis in Venezuela, is taking on the chemical industry from her lab at NYU. In the uplifting film, each of the business hopefuls has overcome immense obstacles in pursuing their dreams, from hurricanes to poverty to civil unrest. As they represent their countries as the top student entrepreneurs, the high-stakes global finals are their opportunity to win worldwide attention and the coveted $100,000 grand prize to make their life-changing business ideas a reality and transform the world.",2021,7+,46/100,0,0,0,1,0,1,1,1
189,Oxygen,https://occ-0-3607-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVTON4nL-MjmCa6iEHSIuKKAKGg-fy_TbnKOoNyFAVetBIxvYXjhMOCu_YiuxjC0CNRfOC0DCASIMuDioM8gJa7XmS65ne2hPMjg-V1xYt0LNwJMhNYlebOySW1wvA.jpg?r=c06,"After waking up in a cryogenic unit, Liz fights to survive and remember who she is before her oxygen runs out.",2021,13+,67/100,1,0,0,0,0,0,1,1
190,P!nk: All I Know So Far,https://m.media-amazon.com/images/M/MV5BMzM1OGM5MTQtNDUwYi00MmY4LWExY2MtMjYwZmVjODY4ZGJhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_FMjpg_UX1000_.jpg,"Pink: All I Know So Far is a 2021 documentary film centering on American singer-songwriter Pink, directed by Michael Gracey. It was released on Amazon Prime Video on May 21, 2021. ",2021,,57/100,0,0,1,0,0,1,1,1
191,Pagglait,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSq3A4Jv6H9v0I9e_KSweI__8o0_CsDF9zCSmcpcjs5e5fpkBPGdSkn2wKQe69UQ3yD73vjVj-pRG5Xx1SqY3IGx6-5uhbDkLNBKGHNCPLXCIhBrazv1baN4erZCBg.jpg?r=b68,"Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives and a startling discovery about her late husband.",2021,13+,59/100,1,0,0,0,0,0,1,1
192,Paper Lives,https://occ-0-2101-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfBXFMbUD_2LeY5upRwcAPzOJ1-mJdw0Alels-thpu0CWXvHbBVZpR_IRopkeSrj00hZrgfA81oUD2XKkY5CwsrcYbGPrVPu7w4zc3wleDrMmRWAtulH1VfQThdIGg.jpg?r=070,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",2021,16+,60/100,1,0,0,0,0,0,1,1
193,Parallel,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/3513/35136492_so.jpg,"A group of friends stumble upon a mirror that serves as a portal to a multiverse, but soon discover that importing knowledge from the other side in order to better their lives brings increasingly dangerous consequences.",2021,18+,59/100,0,0,1,0,0,0,1,0
194,PelÃ©,https://occ-0-5169-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQK9dQig3x1E4j_CSNh7Dz3hDlQA0pPT-GVcHQWjSHhtCOcNe5gyLCYz4YTGXpSYYFmHLrbaFfzQpztZ6BAlS8se58u4X1XXKff8j4gyHqVwP6aPvLYLtelsbSHcqw.jpg?r=ca7,"Against the backdrop of a turbulent era in Brazil, this documentary captures Pelé’s extraordinary path from breakthrough talent to national hero.",2021,13+,62/100,1,0,0,0,0,1,1,1
195,Penguin Bloom,https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVyTi2QfcSxCcPtzP5VtAESuufg_T_tvVl-kiABx7hfLJFgCX3ghYNe7CKP9uuAG-1OjKS5jlXs8LXcjB6LemyyZw5f8tobNjgr3T9DeBDFqLp-ZLCJ-Z5U2yH1T8Q.jpg?r=089,"As a mom copes with the aftermath of a harrowing accident, she finds inspiration from an injured magpie taken in by her family. Based on a true story.",2021,13+,67/100,1,0,0,0,0,1,1,0
196,Phobias,https://m.media-amazon.com/images/M/MV5BMTM2ODg4Y2MtZDIxOC00YWE4LTk5ODAtMDNkM2RjZDA4MzA0XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_FMjpg_UX1000_.jpg,"Five dangerous patients, suffering from extreme phobias at a government testing facility, are put to the ultimate test under the supervision of a crazed doctor and his quest to weaponize fear.",2021,18+,51/100,0,1,0,0,0,0,1,0
197,Plan B,https://m.media-amazon.com/images/M/MV5BNWUyODFiNTQtZTIzNi00MTk4LThmOTQtMmMxYzM4ZTdkZmMyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_FMjpg_UX1000_.jpg,"After a regrettable sexual encounter, a straight-laced student and her best friend have 24 hours to hunt down a Plan B pill in South Dakota.",2021,18+,70/100,0,1,0,0,0,1,1,1
198,Playing with Sharks: The Valerie Taylor Story,https://lumiere-a.akamaihd.net/v1/images/p_playingwithsharks_disneyplus_v2_21491_075a05a0.jpeg,Photographer Valerie Taylor becomes a trailblazing advocate for the ocean's most maligned and misunderstood creatures.,2021,13+,53/100,0,0,0,1,0,1,1,1
199,Poeslief: een ode aan de kat,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUhUr_YHGkqdork2IIWkgOTzFvBxb9l1asTECem1MUfdqS_4bz0vZudV5zsTcIo5FQYMkct29LASWH7ut6_3NYz4jrJ6LXLeEN4-ZmClH_IybmjrRhQRjiT4x1P54Q.jpg?r=534,"Famous feline Abatutu presents this charming celebration of cats, showcasing their finest and friskiest moments with a collection of home videos.",2021,13+,50/100,1,0,0,0,0,0,1,1
200,Pretty Guardians Sailor Moon Eternal The MOVIE - Part 1,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQD8BrpfELVgtpg-z0cTJ6gE6BLschylFzOB8kQ_D3GIBFYE3nPdx8O7RBCHnhzfFgB5IoGD83cdS5mvxCSG3DHsLQbZ4ZXKxIuJQXF7FryHr74pSE1OMvVsvqXF_g.jpg?r=831,"When a dark power enshrouds the Earth after a total solar eclipse, the scattered Sailor Guardians must reunite to bring light back into the world.",2021,7+,56/100,1,0,0,0,0,0,1,1
201,Pretty Guardians Sailor Moon Eternal The MOVIE - Part 2,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQD8BrpfELVgtpg-z0cTJ6gE6BLschylFzOB8kQ_D3GIBFYE3nPdx8O7RBCHnhzfFgB5IoGD83cdS5mvxCSG3DHsLQbZ4ZXKxIuJQXF7FryHr74pSE1OMvVsvqXF_g.jpg?r=831,"When a dark power enshrouds the Earth after a total solar eclipse, the scattered Sailor Guardians must reunite to bring light back into the world.",2021,7+,48/100,1,0,0,0,0,0,1,1
202,Prime Time,https://occ-0-1299-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXFyYQlBnqHvrBMauuOV3Unjmyv2RetqDWqWuhRjqwVq9O-ULlY2Zp7eFPxX0hhSxj7IwtwU-3_c8AUxTCri-OxO_0eEQfe-8IMYnHaWW6XUXlANEmkCDyNm4HTcxA.jpg?r=3d0,"On New Year’s Eve 1999, an armed man enters a TV studio during a broadcast, takes the host hostage and makes one demand: to give a message live on air.",2021,16+,55/100,1,0,0,0,0,0,1,1
203,Priorities Chapter One: Money Isn't Everything,https://m.media-amazon.com/images/M/MV5BYzAzNTBhN2QtM2U5OC00ZjZkLTlhMWUtMWYzYzk5ZTMyMmUyXkEyXkFqcGdeQXVyNTkxMjIyMzM@._V1_FMjpg_UX1000_.jpg,"Four adults struggle as single parents to care for their children, and with no support from the other parent, this leads them to desperate measures. Their children and the Attorney General's Office - Child Support Division are now their priorities.",2021,,41/100,0,0,1,0,0,0,1,0
204,Private Network: Who Killed Manuel Buendia,https://occ-0-4039-1500.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYbunIsGz7ssdSOSD1wiZN6-7Y6HHE1bxpAXAoMzNDdsKA-mi5P28DrQLpl364VRFfB9OLReUVRzJenMGXiRqgy8v1oAVKGjt3zLLp9UiU5g6LTf_q6zuSvQYSsPNQ.jpg?r=677,A deep dive into the work of renowned Mexican journalist Manuel Buendía looks to unravel his murder and the ties between politics and drug trafficking.,2021,16+,51/100,1,0,0,0,0,0,1,1
205,"Quo vadis, Aida?",https://m.media-amazon.com/images/M/MV5BZmUwMTI1Y2UtZTBjYS00YzBlLWFlODUtODA1OGYwYTc5ZWY3XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg,"Bosnia, July 1995. Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp. As an insider to the negotiations Aida has access to crucial information that she needs to interpret. What is at the horizon for her family and people-rescue or death? Which move should she take?",2021,,71/100,0,1,0,0,0,0,1,0
206,Ratones Paranoicos: The Band that Rocked Argentina,https://occ-0-360-358.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdP2_7m_YInuK5Qxo8bagyKUNh3l9-K18nu9Kv-ekJzzBjVHCHDcT7WFMO9iOb7Ua8lljjGFM-1Mlx-B1iLMYVrySPjZAnRzK8qZCnAfgdbkm3OVtLSPLSF0eXeIyw.jpg?r=9f8,"The irrepressible Ratones Paranoicos, Argentina's most enduring rock band, are featured in vintage concert and backstage footage as their story's told.",2021,16+,12/100,1,0,0,0,0,0,1,1
207,Raya and the Last Dragon,https://lumiere-a.akamaihd.net/v1/images/p_rayaandthelastdragon_21294_83346778.jpeg,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. However, when sinister monsters known as the Druun threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, those same monsters have returned, and it's up to a lone warrior to track down the last dragon and stop the Druun for good.",2021,7+,81/100,0,0,0,1,0,1,1,1
208,RebellComedy: Straight Outta the Zoo,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd4VrnI7gwOsMk4NhrwIU_F8ojHN5I8-f4RfRQtkupA-lCcqCGntVHN4Hdfhf-fOXUcHPlV130RMCvXXBshEoAqTQJ0bB2DtJehW7cJE2ISogsBQVZp65rquNwERXA.jpg?r=829,"The comics of RebellComedy take the stage and tackle mistaken identities, geriatric influencers, our flawed perceptions of animals and more.",2021,18+,36/100,1,0,0,0,0,0,1,1
209,Red,https://occ-0-4164-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTQTSGcNaxJKcjKctlRCyn0tDA00cCC3TeKRKhYJ_SQHdfPbe5P3C1XpDC-zNLbfkkohkv_weMEminZzhJFDzI1fkBlr.jpg?r=96d,"A murder investigation leads police to a photo of a suspect, but when two men are found with faces that match the picture, the case gets doubly tricky.",2021,16+,58/100,1,0,0,0,0,0,1,1
210,Red Dot,https://occ-0-4039-1500.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABefjPJlwQPiFAW02NzTLRwLPIw-m9PPeVIJYCfgtkX4d6CDdekv4OU2PDOs9Ff5Yhdk9z5U0SV8y-_Ypmg6YNcx_8vEq4oI2InypIDRm4t8JZBCWBNNYUraUWkSQ9w.jpg?r=207,"Trying to rekindle their marriage and with a child on the way, a young couple on a ski trip suddenly finds themselves stalked by remorseless killers.",2021,18+,61/100,1,0,0,0,0,0,1,1
211,Red Woods,https://m.media-amazon.com/images/M/MV5BZjBjZjA4ZTctYWY2Mi00ZDlhLTlhMjMtMGEyMWNiNmQxNmRjXkEyXkFqcGdeQXVyMTIyNjg4OTk5._V1_FMjpg_UX1000_.jpg,"Some urban explorers set out to capture footage of abandoned houses in Appalachia's backwoods, only to become the unwitting subjects of a much darker video.",2021,,48/100,0,0,1,0,0,0,1,0
212,Resort to Love,https://occ-0-5169-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX4JDhZy2UdVnFuGS5Dmi3wUhoybcKKch7zUJGfiYDvXJDb0H9BI-IKNvmVGW8hg4JHTAoIUHKSAEzpgiV_E3CK04FdhKN2hbeW5JffMkWRs1v2XBNq_J9lIMh5PjA.jpg?r=455,"Reeling from a broken heart and career meltdown, a singer takes a gig at a swanky island resort — where her ex-fiancé happens to be getting married.",2021,13+,44/100,1,0,0,0,0,1,1,1
213,Ride or Die,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTHyehSZMsZe_NjrTvtITeVN0XXxIyKtg-a53SCwV7HV-1xPDUmKUsk4nbDwGE2J2gETUduDqFeaj-ppWu4M72uFpfE-5T5w8J84ul6n5MXf9u2RLTv8S75ZS-f2Zw.jpg?r=994,"Rei helps the woman she’s been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",2021,18+,52/100,1,0,0,0,0,0,1,1
214,Rogue Shark?,https://m.media-amazon.com/images/M/MV5BYzdiYjE5YWMtNWQzNS00MjNmLWFkODctNDc1N2U3YzkzMDhkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,"Explores a series of shark attacks that happened in the same patch of ocean, in the remote islands of the Whitsunday in Australia,",2021,13+,47/100,0,0,0,1,0,0,1,1
215,Roohi,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABewzXeKIIwo48BMEY_TCQgKvzWPMeztKbpGI0FwgaRRWySLM9uMdQ6qLSGe9KAj2IwG0axzdP2lyeCskeSc0aA-FvSDE.jpg?r=3f3,"Hired to kidnap a bride, two bumbling pals face a wacky predicament when one falls for their abductee — and the other, for the spirit possessing her.",2021,13+,50/100,1,0,0,0,0,0,1,1
216,Rurouni Kenshin: The Beginning,https://occ-0-3428-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABf0gCS0_CMfyL8QGG7V7QJph0F2wRswlpKWgO92XSyot2krZJADg_xAvZKZReHQeEaoxDDQp_k-vtkJNmipMvJarekyn85VymzNjVe7JPYze6aQuadAv2TW9lLqpPg.jpg?r=c3a,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets the gentle Tomoe Yukishiro, his story begins to change.",2021,16+,55/100,1,0,0,0,0,0,1,1
217,Rurouni Kenshin: The Final,https://occ-0-4922-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRlfCj5p0L-nsu7scJgyZw9keALMCvP2aSl2LAygyUiY4TIEx-syh8gufGdG_EU6-el6VYc8eEMIvI0Mth3q2neLdzhFqJnKAsS1xWhdxXJg_e0m6Zm0Y8e_kO5j4g.jpg?r=5f4,"In 1879, Kenshin and his allies face their strongest enemy yet: his former brother-in-law Enishi Yukishiro and his minions, who've vowed their revenge.",2021,16+,67/100,1,0,0,0,0,0,1,1
218,Safer at Home,https://m.media-amazon.com/images/M/MV5BMGZlYjdiYjEtZjdmZi00NzJjLTg4OTMtMDY5Yjc3ODZkNjVkXkEyXkFqcGdeQXVyMjIzMTQ5NjE@._V1_.jpg,Friends gather for an online party as the COVID-19 pandemic creates mass chaos in Los Angeles.,2021,18+,44/100,0,1,0,0,0,0,1,0
219,Sam Smith: Love Goes - Live at Abbey Road Studios,https://occ-0-4497-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbs1HN_spvgNxI5bAVetp8mt3-BJJceQm5l9FHfTztWzqzZa8-JsW-LL6g5yhYWWl6TW8Uh2GUU8gJsVZpyX9O04-k77.jpg?r=de6,"Grammy-winning artist Sam Smith gives an intimate, soulful performance at the iconic Abbey Road Studios featuring songs from their third album and more.",2021,,48/100,1,0,0,0,0,0,1,1
220,Sanitation Day,https://occ-0-4039-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb2wiBTkYXI2_Ot1rSm6uYuPDLhHxPNwt28YF7tux1qdfgzCJzde3gVVdcww9IjuxPhiQ19CIEf1LMiNcAnkC_J-JZIo.jpg?r=61e,Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.,2021,13+,34/100,1,0,0,0,0,0,1,1
221,Sarbath,https://occ-0-1081-999.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRiI1uMIsTGiLZBtjIz8G5QdHJZ6heJV202e9-NMCTM7HtVzicRFm5BIoyMimhgC-tvGfr6_B1d4tl6CVJj7b4hkfOTt.jpg?r=0b6,"When a city man returns to his native village for his brother’s wedding, several unforeseen snags make his visit more eventful than anticipated.",2021,,41/100,1,0,0,0,0,0,1,1
222,Sardar Ka Grandson,https://occ-0-1067-37.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU_oYABW7nXiWJaA_RC8aArM9bIEcxR35j_N187ePEAKeo2xA9igKDET2L3yw3mSTSK8BI43c-u6lGlYcHGvIBdeMBsOK5vdOI_GG7rhiJJ4UTcaWu-myuVv6picaQ.jpg?r=888,"A devoted grandson’s mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair.",2021,15+,46/100,1,0,0,0,0,0,1,1
223,Searching for Sheela,https://occ-0-4039-1500.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABR1w-hAu4YA0c5nOpvMUnogzsnffxi0zfQrf0y4DPn7_JVwv0rM7p2rNV3Fu1uJ_aK_w-pZaBpO2R7pPbUCa2fgkpRAuJ5G7BRS82tJMoT_mTUx69dRCsEAIKRCcWw.jpg?r=90c,Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune’s spokesperson returns to India after decades for an interview tour.,2021,13+,48/100,1,0,0,0,0,1,1,1
224,Seaspiracy,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUaZBRfW_MCaJJytFFfha6oPnuZULPP9HPSwPOeBrUI2CZZ-fm2KZ7JRWWf2TYzd6MgaHBJxmq7wHohwy3SUj-gl2_PJgBKBXBwn-rgQ-aDOgsjJgjyRWxumoCgzmw.jpg?r=f69,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers alarming global corruption.",2021,16+,67/100,1,0,0,0,0,1,1,1
225,Secret Magic Control Agency,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU9KtxNsfkEc_eD_mcxnDommT5Ar4OtrQA1Vb2MGSRgQYCpNTbgqq5_poPkf3A0vMcmHOzOc8ih6objF8uLMwaOe1PKrJfFra2WBiTzfG_Z6CcXNsWTdyYWHYpS_PA.jpg?r=e48,"Hansel and Gretel of fairy tale fame — now acting as secret agents — must use magic, clever thinking and teamwork on a mission to find a missing king.",2021,7+,62/100,1,0,0,0,0,1,1,1
226,Security,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY71HMJDMm3oJvFVmEzAh7ykgCHu9lNIvX0f3Tbjw6QJtzv_No3URtWrrVZBblLc611nQ-mrRnOxMZYVbnAlvVZvathD9SdlxVgzF9_683mUNvIdc2YZ7MviwbUekQ.jpg?r=f36,"After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies.",2021,16+,60/100,1,0,0,0,0,0,1,1
227,Sentinelle,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABadL0BNlIwSyfh3V1tdAAU4a9SR85KAzFW28hcA8My65amRUICGSPaX-njyOh6ZQhXPa0OM00CZLDrrYSW5DElA0byaMhZgKfr2eBAYIrzyy8TqvvRCYfGlYuR26Pw.jpg?r=283,"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister.",2021,16+,57/100,1,0,0,0,0,0,1,1
228,Shadow in the Cloud,https://m.media-amazon.com/images/M/MV5BNWNiNGQyMzUtN2VmMi00NDI2LWI3NGUtMTEwZGQxYzFjZTNjXkEyXkFqcGdeQXVyMTEyNDk3MjY3._V1_.jpg,"While travelling with top-secret documents on a B-17 Flying Fortress, a female WWII pilot encounters an evil presence on board.",2021,18+,65/100,0,1,0,0,0,0,1,0
229,Shark Beach with Chris Hemsworth,https://m.media-amazon.com/images/M/MV5BOThmNDQ1ZTctZTI1Ni00ZjY3LTgxMDItNTRjZTM2NmRhYzE1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Chris Hemsworth has a real passion for sharks. The Hollywood star talks to experts to find out more about the apex predators of the oceans.,2021,,53/100,0,0,0,1,0,0,1,1
230,Shark Gangs,https://m.media-amazon.com/images/M/MV5BOTI1ZmI4ZGUtYTA5NS00ZDNiLThmZDgtNmMxMzVjN2U4MTk2XkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_.jpg,Details on whether or not sharks hunt in gangs.,2021,13+,45/100,0,0,0,1,0,1,1,1
